256,0.01,30,64,3,0,0,7.602849740685676e-05
256,0.01,30,128,3,0,0,7.892103081651251e-05
256,0.01,30,128,2,0,0,0.00010408939509515596
256,0.01,30,256,2,0,0,0.00012370162200086806
256,0.01,30,64,2,0,0,0.00013598963157753185
256,0.01,30,256,3,0,0,0.027593139011193726
256,0.01,30,128,2,0,0,8.024040589054279e-05
256,0.01,30,64,2,0,0,0.00013598963157753185
256,0.01,30,64,3,0,0,0.00015000030843486244
256,0.01,30,256,2,0,0,0.0006310291629394188
256,0.01,30,256,3,0,0,0.03435862940900466
256,0.01,30,128,3,0,0,0.03440181560376111
