512,0.01,40,32,2,0,0,0.0011986963800154626
256,0.01,40,32,2,0,0,0.001244828374183271
256,0.01,40,32,3,0,0,0.0013221271510701627
512,0.01,40,32,3,0,0,0.0014679145388072357
512,0.01,40,64,3,0,0,0.0018729661096585914
512,0.01,40,64,2,0,0,0.00278635963331908
512,0.05,40,64,3,0,0,0.01533592666964978
256,0.05,40,32,4,0,0,0.01956615666858852
512,0.05,40,32,2,0,0,0.021390461828559637
256,0.05,40,64,2,0,0,0.0314080361276865
256,0.05,40,32,2,0,0,0.03432402363978326
256,0.05,40,64,4,0,0,0.03448813688009977
