256,0.005,50,30,0.2,1e-08,0.003664313402647774
512,0.001,50,35,0.2,1e-08,0.0037312691856641322
256,0.01,50,35,0.2,1e-08,0.003941912728672226
512,0.001,50,30,0.2,1e-08,0.004077874688664451
512,0.001,50,25,0.2,1e-08,0.0045549709640908985
512,0.005,50,25,0.2,1e-08,0.005156102549517527
256,0.001,50,25,0.2,1e-08,0.005222342216099301
256,0.01,50,30,0.2,1e-08,0.0055710609474529825
256,0.01,50,25,0.2,1e-08,0.006075531573345264
512,0.005,50,30,0.2,1e-08,0.00643195251468569
256,0.005,50,30,0.2,1e-07,0.0035374995134770867
256,0.005,50,30,0.2,1e-06,0.003560891613985101
256,0.005,50,30,0.2,1e-09,0.00399762112647295
256,0.005,50,30,0.2,1e-08,0.004193614770968755
256,0.005,50,30,0.1,1e-07,0.0026373145791391533
256,0.005,50,30,0.0,1e-07,0.0032013258920051157
256,0.005,50,30,0.2,1e-07,0.0037913266848772762
256,0.005,50,30,0.3,1e-07,0.004626279373963674
256,0.005,50,30,0.4,1e-07,0.006921935497472683
256,0.005,50,30,0.5,1e-07,0.007916363092760245
256,0.005,50,30,0.1,1e-07,0.0026373145791391533
256,0.005,50,30,0.0,1e-07,0.0032013258920051157
256,0.005,50,30,0.2,1e-07,0.0037913266848772762
256,0.005,50,30,0.3,1e-07,0.004626279373963674
256,0.005,50,30,0.4,1e-07,0.006921935497472683
256,0.005,50,30,0.5,1e-07,0.007916363092760245
128,0.001,50,30,0.1,1e-07,0.002572405501268804
128,0.001,50,35,0.1,1e-07,0.0025895663304254415
256,0.005,50,35,0.1,1e-07,0.002626243489794433
128,0.001,50,25,0.1,1e-07,0.00264848558440933
256,0.001,50,25,0.1,1e-07,0.0026984033795694508
512,0.005,50,35,0.1,1e-07,0.002738574726390652
256,0.005,50,30,0.1,1e-07,0.0027386804499352968
128,0.005,50,25,0.1,1e-07,0.0027709099809350123
256,0.01,50,30,0.1,1e-07,0.002773672666711112
128,0.005,50,30,0.1,1e-07,0.0027762616085338183
128,0.01,50,30,0.1,1e-07,0.0028409431511857387
128,0.01,50,35,0.1,1e-07,0.0028452982885184986
512,0.01,50,35,0.1,1e-07,0.002859356228145771
512,0.01,50,30,0.1,1e-07,0.0028707188786938785
128,0.01,50,25,0.1,1e-07,0.0029268880904620063
256,0.01,50,25,0.1,1e-07,0.0029511903428162136
512,0.005,50,25,0.1,1e-07,0.0030106287595117465
512,0.01,50,25,0.1,1e-07,0.0032104484853334725
512,0.001,50,35,0.1,1e-07,0.003281380847329274
256,0.001,50,35,0.1,1e-07,0.003774839667603373
128,0.001,50,30,0.1,1e-07,0.002572405501268804
128,0.001,50,35,0.1,1e-07,0.0025895663304254415
256,0.005,50,35,0.1,1e-07,0.002626243489794433
128,0.001,50,25,0.1,1e-07,0.00264848558440933
256,0.001,50,25,0.1,1e-07,0.0026984033795694508
512,0.005,50,35,0.1,1e-07,0.002738574726390652
256,0.005,50,30,0.1,1e-07,0.0027386804499352968
128,0.005,50,25,0.1,1e-07,0.0027709099809350123
256,0.01,50,30,0.1,1e-07,0.002773672666711112
128,0.005,50,30,0.1,1e-07,0.0027762616085338183
128,0.01,50,30,0.1,1e-07,0.0028409431511857387
128,0.01,50,35,0.1,1e-07,0.0028452982885184986
512,0.01,50,35,0.1,1e-07,0.002859356228145771
512,0.01,50,30,0.1,1e-07,0.0028707188786938785
128,0.01,50,25,0.1,1e-07,0.0029268880904620063
256,0.01,50,25,0.1,1e-07,0.0029511903428162136
512,0.005,50,25,0.1,1e-07,0.0030106287595117465
512,0.01,50,25,0.1,1e-07,0.0032104484853334725
512,0.001,50,35,0.1,1e-07,0.003281380847329274
256,0.001,50,35,0.1,1e-07,0.003774839667603373
128,0.005,50,35,0.1,1e-07,0.0026032242956089565
256,0.005,50,30,0.1,1e-07,0.0026153711276128886
256,0.001,50,35,0.1,1e-07,0.002667169383106132
256,0.001,50,30,0.1,1e-07,0.002678774581290782
128,0.01,50,35,0.1,1e-07,0.0026945959078148005
256,0.01,50,35,0.1,1e-07,0.002718139179050922
128,0.005,50,30,0.1,1e-07,0.002790217313530116
128,0.005,50,25,0.1,1e-07,0.0028113073846004135
512,0.01,50,35,0.1,1e-07,0.002822380859288387
512,0.01,50,30,0.1,1e-07,0.002827484277077019
256,0.005,50,25,0.1,1e-07,0.002833984272244076
128,0.01,50,25,0.1,1e-07,0.002900224492146538
512,0.005,50,35,0.1,1e-07,0.0029239208553917704
512,0.005,50,30,0.1,1e-07,0.0029364915360929446
256,0.01,50,25,0.1,1e-07,0.003022759777183334
512,0.005,50,25,0.1,1e-07,0.0030366609949851408
512,0.001,50,35,0.1,1e-07,0.003097982375766151
512,0.001,50,30,0.1,1e-07,0.003257591163855977
128,0.001,50,25,0.1,1e-07,0.0037291023310209656
512,0.001,50,25,0.1,1e-07,0.004363838909193873
