256,0.01,40,72,3,0.5,0,0.0003563331010809634
128,0.01,40,48,4,0.5,0,0.00042844544987019617
256,0.01,40,72,4,0.5,0,0.0004562978519970784
256,0.01,40,48,4,0.5,0,0.0005098158890177729
256,0.01,40,48,3,0.5,0,0.0005370220278564375
512,0.01,40,48,3,0.5,0,0.0005841412203153595
128,0.01,40,64,3,0.5,0,0.0006043612520443276
512,0.01,40,80,4,0.5,0,0.0006724610866513103
256,0.01,40,80,4,0.5,0,0.0009112589723372366
512,0.01,40,72,4,0.5,0,0.0009949280138243921
512,0.01,40,80,3,0.5,0,0.0017687744548311457
128,0.01,40,80,3,0.5,0,0.0020105686198803596
128,0.01,40,72,4,0.5,0,0.04227950575295836
128,0.01,40,48,3,0.5,0,0.042285925592295825
128,0.01,40,80,4,0.5,0,0.04231623106170446
256,0.01,40,64,4,0.5,0,0.04231821419671178
256,0.01,40,80,3,0.5,0,0.0423210165463388
512,0.01,40,64,4,0.5,0,0.04232611181214452
128,0.01,40,72,3,0.5,0,0.0423370017670095
512,0.01,40,64,3,0.5,0,0.04236936243250966
