time	GDP	GDP_rate	2_add_value	3_add_value	2_ratio	3_ratio	av_GDP	urban_ratio	wea	tem	hum	win	dir	winclass	tembody	load
2017-01-04 22:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	25	1	80	13	5	6	-2	10120
2017-01-04 23:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	6	1	79	13	5	6	-3	9527.63
2017-01-05 00:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	25	1	79	6	5	7	-4	8903.38
2017-01-05 01:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	25	1	80	6	5	7	-4	8674.73
2017-01-05 02:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	25	1	81	6	5	7	-4	8500.43
2017-01-05 03:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	17	1	81	6	5	7	-4	8478.97
2017-01-05 04:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	25	1	81	6	5	7	-4	8424.23
2017-01-05 05:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	17	1	80	6	5	7	-4	8500.17
2017-01-05 06:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	6	1	78	6	5	7	-3	8860.44
2017-01-05 07:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	17	1	76	6	5	7	-3	9571.82
2017-01-05 08:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	6	1	74	6	5	7	-3	10473.6
2017-01-05 09:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	17	2	70	6	5	7	-2	11252.6
2017-01-05 10:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	6	3	66	6	5	7	-1	11608.1
2017-01-05 11:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	17	4	61	6	5	7	0	11844.7
2017-01-05 12:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	25	5	59	6	5	7	1	10991.1
2017-01-05 13:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	17	5	57	6	5	7	2	11041.5
2017-01-05 14:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	25	6	55	6	5	7	3	11175.3
2017-01-05 15:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	25	5	58	13	5	6	2	11112.4
2017-01-05 16:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	25	4	61	13	5	6	2	11263.9
2017-01-05 17:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	25	4	64	7	5	5	1	11334.4
2017-01-05 18:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	25	3	65	7	5	5	0	11183.4
2017-01-05 19:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	25	2	66	7	5	5	-1	10721.9
2017-01-05 20:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	25	1	68	7	5	5	-1	10550.6
2017-01-05 21:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	25	1	70	7	5	5	-2	10309.4
2017-01-05 22:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	25	1	73	7	5	5	-2	10048.7
2017-01-05 23:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	25	0	76	7	5	5	-2	9467.31
2017-01-06 00:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	16	1	68	7	5	5	-1	8910.81
2017-01-06 01:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	16	1	71	7	5	5	-2	8511.41
2017-01-06 02:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	16	0	75	7	5	5	-2	8402.38
2017-01-06 03:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	16	0	78	5	5	4	-2	8454.1
2017-01-06 04:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	16	0	81	5	5	4	-2	8335.12
2017-01-06 05:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	16	0	84	5	5	4	-2	8297.02
2017-01-06 06:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	16	0	84	5	5	4	-2	8823.96
2017-01-06 07:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	16	0	85	12	7	3	-2	9452.73
2017-01-06 08:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	16	0	85	12	7	3	-2	10323.4
2017-01-06 09:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	25	2	77	12	5	3	1	11246.7
2017-01-06 10:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	16	4	70	10	5	2	3	11377.9
2017-01-06 11:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	25	5	62	8	5	1	5	11527.4
2017-01-06 12:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	16	6	60	10	1	2	6	10664.2
2017-01-06 13:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	25	7	57	10	3	2	7	10643.6
2017-01-06 14:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	16	8	55	10	9	2	8	10907.3
2017-01-06 15:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	16	7	62	10	8	2	7	10757.3
2017-01-06 16:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	16	5	68	10	8	2	6	10861.7
2017-01-06 17:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	16	4	75	10	8	2	4	11145.4
2017-01-06 18:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	16	3	78	10	3	2	3	11175.2
2017-01-06 19:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	16	3	81	10	5	2	2	10680.6
2017-01-06 20:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	16	2	84	10	7	2	1	10525.7
2017-01-06 21:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	16	2	83	12	7	3	1	10357.4
2017-01-06 22:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	16	1	83	12	7	3	0	10105.9
2017-01-06 23:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	16	1	83	12	7	3	0	9502.8
2017-01-07 00:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	25	0	84	10	1	2	0	9009.23
2017-01-07 01:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	25	0	84	10	5	2	-1	8606.41
2017-01-07 02:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	25	0	84	10	2	2	-1	8392.86
2017-01-07 03:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	25	-1	83	12	2	3	-2	8397.61
2017-01-07 04:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	25	-1	81	12	2	3	-2	8342.73
2017-01-07 05:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	25	-1	79	5	7	4	-3	8308.36
2017-01-07 06:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	6	-1	78	5	7	4	-3	8530.09
2017-01-07 07:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	25	0	76	12	7	3	-2	8884.65
2017-01-07 08:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	6	0	75	12	7	3	-1	9797.68
2017-01-07 09:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	6	2	68	12	7	3	1	10767.3
2017-01-07 10:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	6	4	61	12	7	3	2	10937.6
2017-01-07 11:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	6	5	54	12	2	3	4	11132
2017-01-07 12:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	31	6	53	5	2	4	5	10479.2
2017-01-07 13:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	6	6	52	5	2	4	5	10517.9
2017-01-07 14:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	31	7	51	7	2	5	5	10554.9
2017-01-07 15:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	31	6	56	7	2	5	4	10739.1
2017-01-07 16:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	31	5	61	7	2	5	3	10809.6
2017-01-07 17:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	31	4	66	7	2	5	2	10868.2
2017-01-07 18:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	31	4	69	7	2	5	2	10867.5
2017-01-07 19:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	31	3	72	7	7	5	1	10364.8
2017-01-07 20:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	31	2	74	7	7	5	0	10251.8
2017-01-07 21:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	31	2	74	7	7	5	0	10014.5
2017-01-07 22:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	31	2	74	7	7	5	-1	9764.41
2017-01-07 23:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	31	2	73	7	7	5	-1	9254.07
2017-01-08 00:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	17	0	93	5	7	4	-2	8728.86
2017-01-08 01:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	6	-1	93	12	7	3	-2	8405.44
2017-01-08 02:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	17	-2	94	12	2	3	-3	8191.97
2017-01-08 03:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	16	-2	94	12	1	3	-3	8245.3
2017-01-08 04:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	17	-2	93	5	9	4	-4	8158.91
2017-01-08 05:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	16	-2	93	5	4	4	-4	8156.95
2017-01-08 06:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	16	-2	93	7	4	5	-5	8232.32
2017-01-08 07:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	16	-2	93	7	4	5	-5	8544.57
2017-01-08 08:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	16	-1	93	7	4	5	-5	9362.21
2017-01-08 09:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	16	0	79	13	4	6	-4	10063.3
2017-01-08 10:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	16	1	66	13	4	6	-3	10416.1
2017-01-08 11:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	3	53	6	4	7	-1	10572.3
2017-01-08 12:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	3	49	6	4	7	-1	9893.9
2017-01-08 13:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	4	45	11	4	8	0	9862.83
2017-01-08 14:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	5	42	11	4	8	1	9936.02
2017-01-08 15:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	4	47	6	4	7	1	10067
2017-01-08 16:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	3	53	13	8	6	0	10047.4
2017-01-08 17:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	3	59	13	8	6	-1	10379.1
2017-01-08 18:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	2	63	13	8	6	-2	10554.6
2017-01-08 19:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	1	66	13	8	6	-3	10080.3
2017-01-08 20:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	0	70	13	8	6	-4	9997.5
2017-01-08 21:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	0	63	6	4	7	-5	9935.76
2017-01-08 22:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	-1	56	11	4	8	-6	9519.09
2017-01-08 23:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	-1	49	4	4	9	-7	9053.71
2017-01-09 00:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	-2	58	4	4	9	-7	8423.51
2017-01-09 01:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	-2	57	4	4	9	-8	8286.58
2017-01-09 02:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	-2	56	4	4	9	-8	8045.47
2017-01-09 03:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	-2	56	4	2	9	-8	7976.45
2017-01-09 04:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	-3	56	11	2	8	-9	7930.85
2017-01-09 05:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	-3	56	11	2	8	-9	8035
2017-01-09 06:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	-3	57	6	9	7	-8	8437.56
2017-01-09 07:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	-2	58	13	1	6	-7	9276.4
2017-01-09 08:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	-2	59	7	2	5	-6	10135.8
2017-01-09 09:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	0	53	7	7	5	-3	11049.3
2017-01-09 10:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	1	46	7	7	5	-1	11240.8
2017-01-09 11:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	3	40	5	5	4	1	11487.3
2017-01-09 12:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	4	38	5	1	4	2	10648.9
2017-01-09 13:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	5	37	7	1	5	3	10579.4
2017-01-09 14:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	6	35	7	3	5	4	10781.8
2017-01-09 15:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	4	41	7	3	5	2	10778.9
2017-01-09 16:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	2	46	7	3	5	0	10790.2
2017-01-09 17:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	1	52	7	9	5	-2	10922.2
2017-01-09 18:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	0	53	7	9	5	-3	11006.2
2017-01-09 19:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	-1	54	7	9	5	-4	10631.1
2017-01-09 20:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	-1	55	7	8	5	-5	10421.1
2017-01-09 21:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	-2	54	13	8	6	-5	10319.7
2017-01-09 22:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	-2	53	13	8	6	-6	9981.32
2017-01-09 23:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	-2	52	13	8	6	-6	9464.39
2017-01-10 00:00:00	18595.4	3.6	7590.36	10786.7	1	6	11.9	82.9	14	-1	44	6	8	7	-5	8854.34
